1648715575.610961 0.000189 0.011094 -0.013000
1648715575.710974 0.000189 0.011094 -0.009000
1648715575.806959 0.008971 -0.000153 -0.015000
1648715575.909956 0.008783 -0.011246 -0.006000
1648715576.022382 0.008971 -0.000153 -0.029000
1648715576.111036 0.000000 0.000000 -0.004000
1648715576.210960 0.000189 0.011094 -0.019000
1648715576.312016 0.000000 0.000000 -0.024000
1648715576.410960 0.008971 -0.000153 -0.024000
1648715576.510945 -0.008971 0.000153 -0.033000
1648715576.611977 -0.026726 0.011551 -0.024001
1648715576.707984 -0.017566 0.022492 -0.041001
1648715576.811143 -0.026726 0.011551 -0.042001
1648715576.911018 -0.026726 0.011551 -0.026001
1648715577.017941 -0.026726 0.011551 -0.058001
1648715577.109939 -0.026726 0.011551 -0.037001
1648715577.211935 -0.026537 0.022645 -0.044001
1648715577.310929 -0.026726 0.011551 -0.044001
1648715577.410090 -0.017943 0.000305 -0.047001
1648715577.512107 -0.035886 0.000610 -0.048001
1648715577.607926 -0.026914 0.000458 -0.035001
1648715577.709925 -0.035886 0.000610 -0.067001
1648715577.809924 -0.026914 0.000458 -0.056001
1648715577.909882 -0.035886 0.000610 -0.054001
1648715578.012925 -0.053640 0.012009 -0.072002
1648715578.111914 -0.062423 0.023255 -0.063003
1648715578.211911 -0.062423 0.023255 -0.072003
1648715578.310910 -0.053451 0.023102 -0.088002
1648715578.410911 -0.053640 0.012009 -0.082002
1648715578.506917 -0.053451 0.023102 -0.108002
1648715578.609993 -0.062423 0.023255 -0.083003
1648715578.710905 -0.062611 0.012161 -0.089002
1648715578.806915 -0.044668 0.011856 -0.106002
1648715578.909906 -0.044857 0.000763 -0.113002
1648715579.019914 -0.053828 0.000915 -0.128002
1648715579.107761 -0.062611 0.012161 -0.098002
1648715579.209900 -0.071394 0.023407 -0.095003
1648715579.310899 -0.071394 0.023407 -0.102003
1648715579.407308 -0.062611 0.012161 -0.107002
1648715579.510906 -0.071394 0.023407 -0.131003
1648715579.612894 -0.079988 0.045747 -0.138003
1648715579.711359 -0.079988 0.045747 -0.143003
1648715579.811099 -0.071205 0.034501 -0.162003
1648715579.911951 -0.062423 0.023255 -0.161003
1648715580.017976 -0.071394 0.023407 -0.204003
1648715580.111268 -0.062423 0.023255 -0.208003
1648715580.209064 -0.053451 0.023102 -0.229002
1648715580.305357 -0.044480 0.022950 -0.212002
1648715580.410874 -0.035508 0.022797 -0.210002
1648715580.511849 -0.044480 0.022950 -0.227002
1648715580.608859 -0.044480 0.022950 -0.224002
1648715580.711878 -0.044291 0.034043 -0.249002
1648715580.811875 -0.035320 0.033891 -0.244002
1648715580.909999 -0.044480 0.022950 -0.217002
1648715581.015842 -0.053263 0.034196 -0.235002
1648715581.207832 -0.062234 0.034348 -0.236003
1648715581.310869 -0.053263 0.034196 -0.224002
1648715581.411913 -0.053263 0.034196 -0.219002
1648715581.708480 -0.079988 0.045747 -0.215003
1648715581.809825 -0.071205 0.034501 -0.231003
1648715581.909920 -0.079988 0.045747 -0.214003
1648715582.018818 -0.088960 0.045899 -0.241004
1648715582.312094 -0.088960 0.045899 -0.232004
1648715582.410790 -0.079988 0.045747 -0.223003
1648715582.610795 -0.079988 0.045747 -0.235003
1648715582.709822 -0.079800 0.056840 -0.244004
1648715582.911129 -0.062234 0.034348 -0.227003
1648715583.014772 -0.062045 0.045442 -0.245003
1648715583.110789 -0.062234 0.034348 -0.245003
1648715583.211774 -0.071017 0.045594 -0.229003
1648715583.410768 -0.071017 0.045594 -0.215003
1648715583.508826 -0.079988 0.045747 -0.231003
1648715583.611771 -0.079988 0.045747 -0.227003
1648715583.710067 -0.088582 0.068086 -0.233004
1648715583.811755 -0.079611 0.067934 -0.231004
1648715584.015754 -0.061668 0.067629 -0.254003
1648715584.211749 -0.070640 0.067781 -0.249003
1648715584.411750 -0.061668 0.067629 -0.242003
1648715584.511853 -0.079422 0.079027 -0.258004
1648715584.611748 -0.079234 0.090121 -0.261004
1648715584.713035 -0.079045 0.101214 -0.268004
1648715584.808842 -0.079234 0.090121 -0.260004
1648715585.016746 -0.079234 0.090121 -0.254004
1648715585.111777 -0.079234 0.090121 -0.254004
1648715585.312743 -0.061291 0.089816 -0.263003
1648715585.510791 -0.070074 0.101062 -0.277004
1648715585.612716 -0.079045 0.101214 -0.263004
1648715585.709846 -0.079045 0.101214 -0.259004
1648715585.810713 -0.061102 0.100909 -0.276003
1648715586.018749 -0.079045 0.101214 -0.270004
1648715586.112711 -0.069885 0.112155 -0.282004
1648715586.312793 -0.060914 0.112003 -0.291003
1648715586.411701 -0.060914 0.112003 -0.272003
1648715586.512699 -0.060725 0.123096 -0.286004
1648715586.711696 -0.015114 0.166708 -0.286002
1648715586.910717 0.012178 0.188437 -0.272002
1648715587.013701 -0.005577 0.199836 -0.301002
1648715587.211677 -0.013982 0.233269 -0.269003
1648715587.311705 -0.004445 0.266397 -0.284003
1648715587.411669 -0.004445 0.266397 -0.252003
1648715587.509701 -0.022011 0.288889 -0.257004
1648715587.710662 -0.012096 0.344204 -0.253004
1648715587.808952 -0.002748 0.366239 -0.256004
1648715587.908824 -0.002748 0.366239 -0.234004
1648715588.014878 -0.020690 0.366544 -0.244005
1648715588.209733 -0.028719 0.422164 -0.236006
1648715588.407484 -0.028153 0.455444 -0.211006
1648715588.508695 -0.054878 0.466995 -0.211007
1648715588.611720 -0.072444 0.489487 -0.198008
1648715588.710651 -0.072067 0.511674 -0.192008
1648715588.809753 -0.071878 0.522768 -0.199008
1648715588.910637 -0.071690 0.533861 -0.164008
1648715589.016625 -0.089444 0.545260 -0.186009
1648715589.111827 -0.097849 0.578693 -0.175010
1648715589.211698 -0.106444 0.601033 -0.169010
1648715589.308645 -0.106066 0.623220 -0.190011
1648715589.411026 -0.096906 0.634161 -0.152010
1648715589.508635 -0.123821 0.634618 -0.172011
1648715589.610660 -0.141386 0.657110 -0.169012
1648715589.710759 -0.141009 0.679297 -0.170012
1648715589.811604 -0.131660 0.701332 -0.182012
1648715589.910613 -0.131472 0.712425 -0.161013
1648715590.013608 -0.149226 0.723824 -0.191013
1648715590.209424 -0.157254 0.779444 -0.173014
1648715590.310656 -0.139123 0.790233 -0.187014
1648715590.510705 -0.138746 0.812420 -0.182014
1648715590.711673 -0.164905 0.857251 -0.157015
1648715590.810582 -0.164528 0.879438 -0.175016
1648715590.908532 -0.164717 0.868345 -0.142015
1648715591.108642 -0.200037 0.902235 -0.154017
1648715591.208384 -0.199659 0.924422 -0.147017
1648715591.311606 -0.190311 0.946457 -0.163017
1648715591.507518 -0.217414 0.935821 -0.158018
1648715591.612689 -0.225819 0.969254 -0.157019
1648715591.711593 -0.243573 0.980653 -0.151019
1648715591.808616 -0.243196 1.002840 -0.159020
1648715591.910599 -0.243196 1.002840 -0.142020
1648715592.012527 -0.270299 0.992204 -0.166021
1648715592.110985 -0.296836 1.014848 -0.161022
1648715592.409513 -0.323184 1.048586 -0.126023
1648715592.509513 -0.323184 1.048586 -0.154023
1648715592.608665 -0.340750 1.071078 -0.153024
